source,STUDY_ID,newsite,REALM,TAXA,estimated_area_in_sqKm
BioTIME,355,STUDY_ID_355_PLOT_0sub_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_0sub_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01a_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n01b_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04a_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n04d_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20a_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_a_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_a_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_a_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_a_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_a_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_b_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_b_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_b_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_b_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_b_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_c_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_c_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_c_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_c_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_c_5,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_d_1,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_d_2,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_d_3,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_d_4,Terrestrial,terrestrial plants,0.083
BioTIME,355,STUDY_ID_355_PLOT_n20b_d_5,Terrestrial,terrestrial plants,0.083
BioTIME,361,361,Terrestrial,birds,9.80E-06
BioTIME,363,363,Terrestrial,birds,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_5pgrass_2,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_5pgrass_3,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_5pgrass_5,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_5plarrea_1,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_5plarrea_3,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_5plarrea_5,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_rslarrea_2,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_rslarrea_4,Terrestrial,mammals,4.80E-06
BioTIME,366,STUDY_ID_366_PLOT_rslarrea_5,Terrestrial,mammals,4.80E-06
BioTIME,413,STUDY_ID_413_PLOT_CF,Terrestrial,birds,5.20E-06
BioTIME,413,STUDY_ID_413_PLOT_FE,Terrestrial,birds,5.20E-06
BioTIME,413,STUDY_ID_413_PLOT_OF,Terrestrial,birds,5.20E-06
BioTIME,414,414,Terrestrial,birds,5.20E-06
BioTIME,416,STUDY_ID_416_PLOT_CF,Terrestrial,birds,5.20E-06
BioTIME,416,STUDY_ID_416_PLOT_FE,Terrestrial,birds,5.20E-06
BioTIME,416,STUDY_ID_416_PLOT_OF,Terrestrial,birds,5.20E-06
BioTIME,416,STUDY_ID_416_PLOT_undefined,Terrestrial,birds,5.20E-06
BioTIME,420,STUDY_ID_420_PLOT_K1,Terrestrial,birds,1.89
BioTIME,420,STUDY_ID_420_PLOT_K2,Terrestrial,birds,1.89
BioTIME,528,STUDY_ID_528_PLOT_0spb fl_a,Terrestrial,terrestrial invertebrates,0.3574
BioTIME,528,STUDY_ID_528_PLOT_0spb fl_b,Terrestrial,terrestrial invertebrates,0.3574
BioTIME,529,STUDY_ID_529_PLOT_0sub fl_a,Terrestrial,terrestrial invertebrates,0.1563
BioTIME,529,STUDY_ID_529_PLOT_0sub fl_b,Terrestrial,terrestrial invertebrates,0.1563
BioTIME,530,STUDY_ID_530_PLOT_001d fl_a,Terrestrial,terrestrial invertebrates,0.4155
BioTIME,530,STUDY_ID_530_PLOT_001d fl_b,Terrestrial,terrestrial invertebrates,0.4155
BioTIME,531,STUDY_ID_531_PLOT_002c fl_a,Terrestrial,terrestrial invertebrates,0.2295
BioTIME,531,STUDY_ID_531_PLOT_002c fl_b,Terrestrial,terrestrial invertebrates,0.2295
BioTIME,532,STUDY_ID_532_PLOT_004b fl_a,Terrestrial,terrestrial invertebrates,0.545
BioTIME,532,STUDY_ID_532_PLOT_004b fl_b,Terrestrial,terrestrial invertebrates,0.545
BioTIME,533,STUDY_ID_533_PLOT_004f fl_a,Terrestrial,terrestrial invertebrates,0.1637
BioTIME,533,STUDY_ID_533_PLOT_004f fl_b,Terrestrial,terrestrial invertebrates,0.1637
BioTIME,534,STUDY_ID_534_PLOT_020b fl_a,Terrestrial,terrestrial invertebrates,0.2377
BioTIME,534,STUDY_ID_534_PLOT_020b fl_b,Terrestrial,terrestrial invertebrates,0.2377
BioTIME,536,STUDY_ID_536_PLOT_n01b fl_a,Terrestrial,terrestrial invertebrates,1.20683
BioTIME,536,STUDY_ID_536_PLOT_n01b fl_b,Terrestrial,terrestrial invertebrates,1.20683
BioTIME,538,STUDY_ID_538_PLOT_n04d fl_a,Terrestrial,terrestrial invertebrates,1.3545
BioTIME,538,STUDY_ID_538_PLOT_n04d fl_b,Terrestrial,terrestrial invertebrates,1.3545
BioTIMEx,baikal_phyto,baikal_phyto,Freshwater,freshwater plants,31722
BioTIMEx,carpenter_2016,carpenter_2016,Freshwater,freshwater invertebrates,0.017
BioTIMEx,cumbrian_phyto,BLEL,Freshwater,freshwater plants,15.1345
BioTIMEx,cumbrian_phyto,ESTH,Freshwater,freshwater plants,15.1345
BioTIMEx,cumbrian_phyto,NBAS,Freshwater,freshwater plants,15.1345
BioTIMEx,cumbrian_phyto,SBAS,Freshwater,freshwater plants,15.1345
BioTIMEx,cumbrian_zoo,NBAS,Freshwater,freshwater invertebrates,15.1345
BioTIMEx,gross_2016,gross_2016,Terrestrial,terrestrial plants,1.00E-06
BioTIMEx,landis_2018,poplarT5,Terrestrial,terrestrial invertebrates,4.08E-08
BioTIMEx,lightfoot_2015,BOER,Terrestrial,terrestrial invertebrates,5.00E-05
BioTIMEx,lightfoot_2015,LATR,Terrestrial,terrestrial invertebrates,5.00E-05
BioTIMEx,oneida_fish_gillnets,Buoy 113,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Buoy 125,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Buoy 129,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Buoy 133,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Bushnell Point,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Cleveland,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Dakin Shoal,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Damon Point,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Dunham Island,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Dutchman Island,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Jewell,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Lewis Point,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Phillips Point,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Shackelton Point,Freshwater,fish,205.904
BioTIMEx,oneida_fish_gillnets,Willard Island,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,billington bay_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,buoy 117_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,buoy 125 north_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,buoy 125_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,buoy 133_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,bushnell point_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,delmarter bay_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,shackelton point deep_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,shackelton point shallow_standard,Freshwater,fish,205.904
BioTIMEx,oneida_fish_trawl,three mile bay_standard,Freshwater,fish,205.904
BioTIMEx,oneida_phytopl_1975,oneida_phytopl_1975,Freshwater,freshwater plants,205.904
BBS,Northern Pacific Rainforests,124_11_126,Terrestrial,birds,31.36
BBS,Central Rockies,124_11_208,Terrestrial,birds,31.36
BBS,Fraser Plateau,124_11_222,Terrestrial,birds,31.36
BBS,Fraser Plateau,124_11_244,Terrestrial,birds,31.36
BBS,Fraser Plateau,124_11_255,Terrestrial,birds,31.36
BBS,Northern Rockies,124_11_270,Terrestrial,birds,31.36
BBS,Central Rockies,124_11_3,Terrestrial,birds,31.36
BBS,Northern Pacific Rainforests,124_11_402,Terrestrial,birds,31.36
BBS,Central Rockies,124_11_407,Terrestrial,birds,31.36
BBS,Central Rockies,124_11_420,Terrestrial,birds,31.36
BBS,Fraser Plateau,124_11_45,Terrestrial,birds,31.36
BBS,Central Rockies,124_11_608,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_11_74,Terrestrial,birds,31.36
BBS,Fraser Plateau,124_11_75,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_10,Terrestrial,birds,31.36
BBS,Dissected Rockies,124_4_105,Terrestrial,birds,31.36
BBS,Drift Prairie,124_4_113,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_114,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_115,Terrestrial,birds,31.36
BBS,Central Rockies,124_4_125,Terrestrial,birds,31.36
BBS,Central Rockies,124_4_17,Terrestrial,birds,31.36
BBS,Central Rockies,124_4_196,Terrestrial,birds,31.36
BBS,Glaciated Missouri Plateau,124_4_2,Terrestrial,birds,31.36
BBS,Drift Prairie,124_4_20,Terrestrial,birds,31.36
BBS,Glaciated Missouri Plateau,124_4_204,Terrestrial,birds,31.36
BBS,Drift Prairie,124_4_212,Terrestrial,birds,31.36
BBS,Drift Prairie,124_4_213,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_22,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_229,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_28,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_29,Terrestrial,birds,31.36
BBS,Glaciated Missouri Plateau,124_4_3,Terrestrial,birds,31.36
BBS,Glaciated Missouri Plateau,124_4_302,Terrestrial,birds,31.36
BBS,Drift Prairie,124_4_312,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_330,Terrestrial,birds,31.36
BBS,Glaciated Missouri Plateau,124_4_4,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_4_40,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_4_55,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_4_63,Terrestrial,birds,31.36
BBS,Open Boreal Forest,124_4_77,Terrestrial,birds,31.36
BBS,Glaciated Missouri Plateau,124_4_9,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_43_9,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_45_1,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_45_101,Terrestrial,birds,31.36
BBS,Black Prairie,124_45_102,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_103,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_105,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_111,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_113,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_121,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_13,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_2,Terrestrial,birds,31.36
BBS,Black Prairie,124_45_205,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_209,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_21,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_218,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_220,Terrestrial,birds,31.36
BBS,Aspen Parklands,124_45_41,Terrestrial,birds,31.36
BBS,Black Prairie,124_45_5,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_56_15,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_56_21,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_56_22,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_56_33,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_56_41,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_57_12,Terrestrial,birds,31.36
BBS,Closed Boreal Forest,124_57_36,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_117,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_13,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_14,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_19,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_20,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_27,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_33,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_65_36,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_11,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_113,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_117,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_119,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_12,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_14,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_142,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_15,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_18,Terrestrial,birds,31.36
BBS,Great Lakes Plain,124_68_203,Terrestrial,birds,31.36
BBS,Great Lakes Plain,124_68_207,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_211,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_214,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_216,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_218,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_22,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_224,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_225,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_25,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_251,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_26,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_28,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_296,Terrestrial,birds,31.36
BBS,Great Lakes Plain,124_68_308,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_319,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_326,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_37,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_5,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_54,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_6,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_68_66,Terrestrial,birds,31.36
BBS,Great Lakes Plain,124_68_7,Terrestrial,birds,31.36
BBS,St. Lawrence River Plain,124_68_8,Terrestrial,birds,31.36
BBS,Northern Spruce/Hardwoods,124_75_5,Terrestrial,birds,31.36
